"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds_LandmassEditor.BrushBounds_LandmassEditor","0","0","3","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","100","6","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","21","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","84","2","0.000000","0","84"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","42","2","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","24","2","0.000000","0","12"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","0","0","3","1","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","210","244","6","2818.670166","0","220"
"","0","1","0","1","0.000000","604","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","123","1","1892.390259","0","123"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","29","29","1","410.585907","0","29"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","20","20","1","136.576080","0","20"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","176.095688","0","29"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","21","21","1","30.993065","0","21"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","746","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","24","1","0.000000","0","0"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","0","12","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","91","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","25","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","0","29","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","2","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","24","1","0.000000","0","0"
"/Game/Assets/Models/train/standardSurface1.standardSurface1","49","0","21","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","0","25","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","0","33","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","61","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","61","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","53.968567","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","258.198761","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","123","123","1","719.487854","0","123"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1030","1055","1","3175.647949","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","29","31","1","108.580849","0","31"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","20","20","1","54.215481","0","20"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","21","21","1","21.129404","0","21"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","21","21","1","130.573105","0","21"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","29","29","1","196.812408","0","29"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","21","21","1","135.124023","0","21"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","9","9","1","7.865489","0","9"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","54","54","1","326.048218","0","54"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","49","21","21","1","116.258553","0","21"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","21","21","1","122.677094","0","21"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","21","21","1","120.937386","0","21"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","21","21","1","123.050713","0","21"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","21","21","1","118.444359","0","21"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","21","21","1","121.183540","0","21"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","21","21","1","115.952423","0","21"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","21","21","1","119.559692","0","21"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","21","21","1","117.493095","0","21"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","21","21","1","116.272583","0","21"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","21","21","1","114.349503","0","21"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","21","21","1","114.922058","0","21"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","21","21","1","109.442627","0","21"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","21","21","1","107.368210","0","21"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","21","21","1","111.086227","0","21"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","21","21","1","114.256935","0","21"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","21","21","1","110.271164","0","21"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","21","21","1","112.516701","0","21"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","21","21","1","123.232254","0","21"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","21","21","1","118.329826","0","21"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","21","21","1","119.119736","0","21"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","21","21","1","124.020317","0","21"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","21","21","1","121.622604","0","21"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","21","21","1","130.471222","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","21","21","1","126.975899","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","21","21","1","123.978386","0","21"
"/Game/1st_car_main/boxes_text.boxes_text","49","0","21","1","0.000000","0","0"
"/Game/Cursor/M_Cursor.M_Cursor","49","0","60","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","60","3","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","61","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","0","20","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","0","21","1","0.000000","0","0"
"/Game/Assets/Models/train/m_floor.m_floor","49","0","21","1","0.000000","0","0"
"/Game/1st_car_main/seat_text.seat_text","49","0","21","1","0.000000","0","0"
"/Game/1st_car_main/Counter_text.Counter_text","49","0","21","1","0.000000","0","0"
"/Game/Assets/Models/train/m_chair_table.m_chair_table","49","0","44","1","0.000000","0","0"
"/Game/Assets/Models/lava/m_cave.m_cave","49","0","12","1","0.000000","0","0"
"/Game/Assets/Models/jungle/standardSurface1.standardSurface1","49","0","25","1","0.000000","0","0"
"/Game/Assets/Models/pedestal/pedistal.pedistal","49","0","12","1","0.000000","0","0"
